,Companies,locations
646,"['Netfective Technology', 'CSI Maroc Technologis', 'Faculté Polydisplanaire', 'Bank Al-Maghrib']","['Préfecture de Casablanca, Morocco', 'Préfecture de Mohammédia, Morocco', 'Province de Taza, Morocco', 'Province de Taza, Morocco']"
647,"['Indépendant \n        Full-time', 'Innovation lab for operations - UM6P', 'INTELLCAP', 'Imalia SARL']","['Maroc', 'Préfecture de Rabat, Morocco', 'Préfecture d’Agadir Ida-Outanane, Morocco']"
648,"['Graphtocom\n        Internship', 'ASSOCIATION DES ELEVES INGENIEURS']","['Marrakesh-Safi, Morocco', 'Rabat']"
649,"['Solutions KIDOS\n        Internship', 'CGI\n        Internship', 'PORTNET S.A. ""National Single Window of Foreign Trade""\u200b', 'ANDZOA']","['Préfecture de Rabat, Morocco', 'Préfecture de Casablanca, Morocco', 'Province d’Errachidia, Morocco']"
650,[],[]
651,"['Promy\n        Full-time', 'DabaGo\n        Internship', 'Promy\n        Internship', 'Lydec']","['Casablanca, Casablanca-Settat, Morocco', 'Lyon Area, France', 'Casablanca Prefecture, Morocco']"
652,"[""Ministère de l'Education Nationale, de la Formation professionnelle\xa0 de l'Enseignement Su"", 'société d’Etude et de Fabrication des Outillages Aéronautiques', 'Sophoras Optic']","['Casablanca, Casablanca-Settat, Morocco', 'Préfecture de Casablanca, Morocco', 'Préfecture de Rabat, Morocco', 'Province de Nouaceur, Morocco', 'Préfecture de Casablanca, Morocco']"
653,['Trésorerie Générale du Royaume\n        Internship'],"['Rabat, Rabat - Salé - Kénitra, Maroc']"
654,"['Banque Populaire du Maroc (Groupe) Inc', 'Banque Populaire du Maroc (Groupe) Inc']","['Préfecture de Casablanca, Morocco']"
655,[],[]
656,[],[]
657,"['BDSI Maroc', 'Office National des Chemins de Fer (ONCF)']",[]
658,['Seeders technology\n        Internship'],"['Cairo, Egypt']"
659,"['FINAXYS\n        Internship', 'Orange Business Services au Maroc', 'Al Barid Bank']","['Région de Paris, France', 'Préfecture de Salé, Morocco', 'Préfecture de Rabat, Morocco']"
660,['OCP SA'],"['Rabat, Rabat-Sale, Morocco', 'Rabat-Sale, Morocco', 'Province de Youssoufia, Morocco']"
661,"['Affichez\n        Full-time', 'ITRI', 'Université Internationale de Rabat']","['Québec, Canada', 'Québec, Canada', 'Québec, Canada', 'Préfecture de Salé, Morocco', 'Préfecture de Rabat, Morocco']"
662,"['Avanade\n        Internship', 'AEVAweb', 'YoSoBox', 'Mindtech']","['Lyon, Auvergne-Rhône-Alpes, France', 'Préfecture d’Oujda-Angad, Morocco', 'Préfecture d’Oujda-Angad, Morocco', 'Préfecture de Casablanca, Morocco']"
663,[],[]
664,[],[]
665,"['Casky.io\n        Internship', 'Intellcap', ""L'intégrateur""]","['Préfecture de Marrakech, Morocco', 'Préfecture de Rabat, Morocco', 'Fès Prefecture, Morocco']"
666,['Sofrecom'],"['Préfecture de Casablanca, Morocco']"
667,"['AdelphaTech', 'CIRES Technologies - Tanger Med']","['Rabat, Rabat-Salé-Kénitra, Maroc', 'Tangier, Tanger-Tetouan-Al Hoceima, Maroc']"
668,['Borderline-solutions\n        Internship'],['Maroc']
669,"['ENSIAS', 'Veolia\n        Internship']","['Tétouan, Tanger-Tetouan-Al Hoceima, Morocco']"
670,"['Banque Centrale Populaire - BCP', 'Banque Centrale Populaire - BCP\n        Internship', 'Graviton', 'MySchool']","['Préfecture de Casablanca, Morocco', 'Préfecture de Casablanca, Morocco', 'Préfecture de Rabat, Morocco', 'Préfecture de Rabat, Morocco']"
671,"['Caisse Marocaine des Retraites', 'Great Debaters ENSIAS\n        Part-time', 'Office National des Chemins de Fer (ONCF)']","['Casablanca, Casablanca-Settat, Maroc', 'Préfecture de Casablanca, Morocco', 'Préfecture de Rabat, Morocco', 'Préfecture de Rabat, Morocco', 'ENSIAS', 'Préfecture de Rabat, Morocco', 'Rabat Prefecture, Morocco']"
672,[],[]
673,[],"['Seattle, Washington, États-Unis', 'Préfecture de Rabat, Morocco', 'Préfecture de Casablanca, Morocco', 'Préfecture de Casablanca, Morocco']"
674,"['Freelance', 'D&A TECHNOLOGIES', 'CGI']","['Monde', 'Préfecture de Casablanca, Morocco', 'Préfecture de Rabat, Morocco']"
675,[],[]
676,"['Zanaris\n        Internship', 'TTEC \n        Internship']",['Belgique']
677,"['STMicroelectronics\n        Full-time', 'STMicroelectronics', 'Marsa Maroc', 'Office National des Chemins de Fer (ONCF)']","['Bouskoura, Casablanca, Morocco', 'Bouskoura, Grand Casablanca, Morocco', 'Préfecture de Casablanca, Morocco', 'Préfecture de Casablanca, Morocco']"
678,"['Rutabago\n        Full-time', 'Self-employed', 'Dokit.io\n        Full-time', 'MEDI1TV']","['Paris, France', 'Paris Area, France', 'Tanger-Asilah Prefecture, Morocco']"
679,"[""Kenz'up\n        Full-time"", 'SEVEN\n        Internship', 'AIOX Labs \n        Internship', 'RADEEMA\n        Internship']","['Casablanca, Casablanca-Settat, Morocco', 'Casablanca, Morocco', 'Rabat Prefecture, Morocco', 'Marrakech Prefecture, Morocco']"
680,"['IBM\n        Internship', 'Superprof\n        Self-employed', 'ENSIAS AI', 'OCP SA\n        Internship', 'OCP SA']","['Colombes, Île-de-France, France', 'France', 'Rabat, Morocco', 'Casablanca, Casablanca - Settat, Maroc', 'Casablanca, Grand Casablanca, Morocco']"
681,"['INTELLCAP SARL\n        Internship', 'Best Well SARL\n        Internship']","['Rabat, Rabat-Salé-Kenitra, Morocco', 'El Hajeb, Fès-Meknès, Morocco']"
682,"['Capgemini', 'Montreal University', 'CHU Mohammed VI Marrakech\n        Internship', 'MENARA\n        Internship']","['Montréal, Québec, Canada', 'Marrakech - Safi, Maroc', 'Marrakech - Safi, Maroc']"
683,"['EDF', 'Talan Solutions (EXL Group)', 'SNCF\n        Full-time', 'Société Générale\n        Full-time', 'IENA | Performance Management and Finance Consulting']","['Île-de-France, France', 'Région de Paris, France', 'Paris, Île-de-France, France', 'Région de Paris, France', 'Région de Paris, France']"
684,"['Finéa - Groupe CDG\n        Full-time', 'Nalysa\n        Internship', 'MINISTERE AUPRES DU PREMIER MINISTRE CHARGE DES RELATIONS AVEC LE PARLEMENT\n        Internship', ""Centre Régional d'Investissement de Casablanca-Settat\n        Internship""]","['Casablanca, Casablanca-Settat, Maroc', 'Jakarta, Indonésie', 'Rabat, Rabat - Salé - Kénitra, Maroc', 'Rabat, Morocco']"
685,"['EURAFRIC INFORMATION\n        Full-time', 'Banque Centrale Populaire - BCP\n        Internship', 'Novancy One \uf3af\n        Internship', 'HazelPartner\n        Internship']","['Préfecture de Casablanca, Morocco', 'Préfecture de Casablanca, Morocco']"
686,"['Google\n        Full-time', 'GoPro\n        Internship', 'DXC Technology']","['London, England, United Kingdom', 'Paris, Ile-de-France, France', 'Rabat Prefecture, Morocco', 'Rabat Prefecture, Morocco', 'Salé Prefecture, Morocco']"
687,[],[]
688,"['Banque Centrale Populaire - BCP', 'Henceforth', ""Office national de l'electricité et de l'eau potable - Branche Electricité""]","['Casablanca', 'Préfecture de Rabat, Morocco', 'Préfecture de Casablanca, Morocco']"
689,[],[]
690,"['CFIN\n        Full-time', 'Province de Berkane\n        Full-time', 'AXECIEL']","['Berkane Province, Oriental, Morocco', 'Berkane Province, Oriental, Morocco', 'Oujda-Angad Prefecture, Morocco']"
691,[],[]
692,"['INFOSAT S.A.\n        Internship', 'DAKHLA\n        Internship', 'Droguerie Quincaillerie Afrique\n        Internship']","['Agadir, Souss-Massa, Morocco', 'Agadir, Souss-Massa, Morocco', 'Agadir, Souss-Massa, Morocco']"
693,"['Grupo AVALON\n        Full-time', 'inwi\n        Full-time', ""Nell'Armonia\n        Full-time"", ""Conseil Supérieur de l'Education, de la Formation et de la Recherche Scientifique\n        Internship"", 'Harmony Technology\n        Internship']","['Tétouan et périphérie', 'Grand Casablanca', 'Préfecture de Casablanca, Morocco', 'Préfecture de Rabat, Morocco', 'Préfecture de Rabat, Morocco']"
694,"['University of Houston', 'University of Houston', 'CDG Capital', 'Chaabi Bank']","['Houston, Texas Area', 'United States', 'Préfecture de Rabat, Morocco', 'Préfecture de Fès, Morocco']"
695,"['PortNet: ""National Single Window of Foreign Trade""\n        Internship', 'Conseil de la communauté marocaine à l’étranger - CCME\n        Internship', 'CNRST\n        Internship']","['Casablanca, Casablanca-Settat, Maroc', 'Rabat Prefecture, Morocco']"
696,[],[]
697,['MD SYNERGY'],"['Casablanca Prefecture, Morocco', 'Casablanca Prefecture, Morocco']"
698,"['infosec club', 'MTA256', 'Robotics Club ENSIAS']","['Préfecture de Rabat, Morocco', 'Ensias', 'rabat']"
699,"['Forum GENI Entreprises\n        Part-time', 'IEEE ENSIAS STUDENT BRANCH\n        Part-time', 'ENSIAS TV\n        Part-time', 'ENSIAS IT Club\n        Part-time']","['Rabat, Rabat-Salé-Kenitra, Morocco', 'Rabat, Rabat-Salé-Kenitra, Morocco']"
700,"['Fintech ENSIAS', 'Forum GENI ENTREPRISES', 'International Business Consulting SA']",[]
701,"['doosys.ma', 'Groupe CDG', 'Phone Group', 'Involys,( Ex Groupe ONA)']","['Rabat, Rabat-Salé-Zemmour-Zaër, Morocco', 'Préfecture de Rabat, Morocco', 'Préfecture de Casablanca, Morocco', 'Préfecture de Casablanca, Morocco']"
702,"['Orange Business Services Maroc', 'Femotra s.a.r.l']","['Rabat, Maroc']"
703,[],[]
704,"['Toulouse Business School', 'Al Maali Consulting Group', 'Prune Impact', 'Finance and Strategy Spectrum', 'Cardiff Metropolitan University']","['Casablanca Prefecture, Morocco', 'Dubai, United Arab Emirates', 'Morocco', 'Casablanca, Morocco', 'Casablanca, Morocco']"
705,[],[]
706,"['RIBATIS', 'Percall SA', 'USEMTECH', 'LafargeHolcim']","['Casablanca Prefecture, Morocco', 'Rabat Prefecture, Morocco', 'Casablanca Prefecture, Morocco', 'Meknès Prefecture, Morocco']"
707,[],"['Rabat Prefecture, Morocco', 'Rabat Prefecture, Morocco']"
708,"['SKATYS, SAP Gold Partner Maroc & Afrique\n        Full-time', 'Al Barid Bank', 'ANAPEC', 'RHONE CHIMIE', 'FORAMAG S.A']","['Casablanca - Settat, Maroc', 'Rabat, Rabat - Salé - Kénitra, Maroc', 'Casablanca - Settat, Maroc', 'Casablanca - Settat, Maroc', 'Casablanca - Settat, Maroc']"
709,[],[]
710,[],[]
711,"['OCTO Technology\n        Internship', 'Zenith Lighting Inc\n        Internship', 'PortNet: ""National Single Window of Foreign Trade""\n        Internship']","['Rabat, Rabat-Salé-Kenitra, Morocco', 'Casablanca, Casablanca-Settat, Morocco', 'Casablanca, Casablanca-Settat, Morocco']"
712,"['INSEC', 'Premium technologies']","['Casablanca - Settat, Maroc']"
713,"['Forum GENI ENTREPRISES', 'Olympiades ENSIAS', 'CINDH-ENSIAS(Club d’Initiative Nationale du Développement Humain )', 'INSEC ENSIAS']","['Maroc', 'Rabat, Rabat-Salé-Kénitra, Maroc']"
714,[],[]
715,[],[]
716,"['Private\n        Internship', 'ENSIAS BRIDGE', 'Forum GENI Entreprises', 'ELECTRONIC ENGINEERING\n        Internship']","['Rabat, Rabat-Salé-Zemmour-Zaër, Morocco', 'Rabat Prefecture, Morocco']"
717,[],[]
718,"['HPS\n        Full-time', 'PayLogic\n        Full-time', 'PayLogic\n        Internship', 'Intellcap\n        Internship', 'Amendis\n        Internship']","['Préfecture de Casablanca, Morocco', 'Préfecture de Casablanca, Morocco', 'Préfecture de Casablanca, Morocco', 'Rabat', 'Province de Tétouan, Morocco']"
719,"['CDG Capital \n        Internship', 'Daimler Trucks Asia\n        Internship', ""Ministère de l'économie et des Finances\n        Internship""]","['Rabat, Rabat-Salé-Kenitra, Morocco', 'Kanagawa, Japan', 'Rabat Prefecture, Morocco']"
720,"['C2M\n        Internship', 'Trésorerie Générale du Royaume\n        Internship']","['Rabat, Rabat - Salé - Kénitra, Maroc']"
721,"['CELAD\n        Full-time', 'Maroc Telecom\n        Full-time', 'SQLI\n        Full-time']","['Toulouse, Midi-Pyrénées, France', 'Rabat Prefecture, Morocco', 'Rabat Prefecture, Morocco']"
722,"['Attijariwafa bank', 'Attijariwafa bank', 'Opentech', 'PUMP Digital Agency']","['Maroc', 'Préfecture de Casablanca, Morocco', 'Rabat, Maroc']"
723,['NewDev MAROC\n        Internship'],"['Fès, Fès-Meknès, Maroc']"
724,[],[]
725,"['ENSIAS AI\n        Part-time', 'YELL CO\n        Internship']","['Rabat, Rabat-Salé-Kénitra, Maroc', 'Rabat, Rabat - Salé - Kénitra, Maroc']"
726,[],"['Casablanca Prefecture, Morocco']"
727,[],[]
728,"['Computer Science Faculty, University of Murcia (FIUM)\n        Contract', 'Computer Science Faculty, University of Murcia (FIUM)\n        Internship']","['Murcia, Región de Murcia, Spain', 'Rabat Prefecture, Morocco', 'Rabat Prefecture, Morocco', 'Murcia Area, Spain']"
729,"['Avito.ma - Schibsted Morocco', 'Schibsted Media Group', 'WRIDELY']","['Dubai, United Arab Emirates', 'Dubai, United Arab Emirates', 'Casablanca Prefecture, Morocco', 'London, United Kingdom', 'Casablanca', 'Casablanca', 'San Diego California']"
730,[],[]
731,"['HEUDIASYC - UMR CNRS 7253 - Université de Technologie de Compiègne (UTC)\n        Full-time', 'French National Institute for Agricultural Research (INRA)\n        Internship', 'ForDev\n        Internship']","['France', 'France', 'Casablanca']"
732,"['Davidson consulting\n        Permanent', 'Orange\n        Internship', 'LIUM Le Mans \n        Internship', 'Forum GENI Entreprises', 'BMCE\n        Internship']","['Pessac, Nouvelle-Aquitaine, France', 'Le Mans, Pays de la Loire, France', 'Rabat, Morocco', 'Béni Mellal, Béni Mellal-Khénifra, Maroc']"
733,"['Sofrecom\n        Internship', 'HBWeb\n        Internship', 'Faculté des Sciences Semlalia Marrakech\n        Internship']",[]
734,"['Inetum', 'SQLI', 'SoftCentre\n        Internship', 'LogOr Conseil']","['Paris Area, France', 'Rabat Prefecture, Morocco', 'Rabat', 'Marrakech']"
735,[],[]
736,[],[]
737,[],[]
738,"['MAFODER GROUP\n        Internship', 'Comdata Maroc']","['Casablanca Prefecture, Morocco', 'Casablanca Prefecture, Morocco']"
739,"['MEGA International\n        Full-time', 'HPS\n        Internship']","['Casablanca, Morocco', 'Casablanca, Morocco', 'Casablanca, Morocco', 'Casablanca, Grand Casablanca, Morocco', 'Casablanca']"
740,"['Quinten\n        Full-time', 'Scale\n        Internship', ""Régie Autonome Multi-Services d'Agadir (RAMSA)\n        Internship""]","['Rabat Prefecture, Morocco', 'Agadir Ida-Outanane Prefecture, Morocco']"
741,[],[]
742,"['ENSIAS Information Security Club', 'ENSIAS IT Club\n        Full-time']","['Rabat, Rabat-Salé-Kenitra, Morocco', 'Rabat, Rabat-Salé-Kenitra, Morocco']"
743,"['PresenceSoft\n        Full-time', 'LabelVie\n        Internship', ""Centre National d'Etudes et Recherches Routières (CNER)\n        Internship"", 'MAC//Z Group\n        Internship']","['Rabat, Rabat-Salé-Kenitra, Morocco', 'Skhirat-Temara, Rabat - Salé - Kénitra, Maroc', 'Préfecture de Rabat, Morocco', 'Skhirat-Témara Prefecture, Morocco']"
744,"['Desjardins\n        Permanent Full-time', 'DXC Technology Morocco\n        Internship']","['Lévis, Quebec, Canada', 'Rabat-Salé-Zemmour-Zaër, Morocco']"
745,"['Société Générale - Africa Technologies & Services', 'Société Générale - Africa Technologies & Services', 'Banque Centrale Populaire - BCP', 'Société Centrale de Réassurance']",['Casablanca']
746,"['David Health Solutions Ltd.', 'Aalto University', 'Opentech\n        Internship', 'IEEE ENSIAS STUDENT BRANCH']","['Helsinki Area, Finland', 'Helsinki Area, Finland', 'Préfecture de Casablanca, Morocco', 'Préfecture de Rabat, Morocco']"
747,[],[]
748,"['DXC Technology\n        Internship', 'PLARUCE ENGINEERING\n        Internship', 'OCP Group']","['El-Jadida, Casablanca-Settat, Maroc', 'El-Jadida, Casablanca-Settat, Maroc']"
749,[],[]
750,['SoftyDev\n        Full-time'],"['Casablanca, Casablanca-Settat, Morocco']"
751,"['Abeeway \n        Internship', 'MAScIR - Moroccan Foundation for Advanced Science, Innovation and Research\n        Internship', 'Office National des Chemins de Fer (ONCF)\n        Internship']","['France', 'Préfecture de Rabat, Morocco', 'Morocco']"
752,"['Banque Centrale Populaire - BCP', 'SQLI', 'IT department , Faculty of Legal,Economic and Social Sciences']","['Casablanca Prefecture, Morocco', 'Oujda-Angad Prefecture, Morocco', 'Oujda-Angad Prefecture, Morocco']"
753,"['OCTO Technology', 'Sopra Banking Software', 'HOMSYS Maroc', 'Equipe MIS\n        Internship', 'Jactive\n        Internship']","['Préfecture de Casablanca, Morocco', 'Préfecture de Casablanca, Morocco', 'Casablanca', 'Préfecture de Rabat, Morocco', 'Rabat']"
754,[],[]
755,[],[]
756,[],[]
757,[],[]
758,"['Société SGE-TOPO', 'Société Générale Maroc', 'ENSIAS', 'Casablanca Stock Exchange']","['Préfecture de Rabat, Morocco', 'Préfecture de Casablanca, Morocco', 'Maroc', 'à MARRKECH.']"
759,['Forum GENI ENTREPRISES\n        Part-time'],['Maroc']
760,['PayLogic'],[]
761,"['Confidential\n        Full-time', 'Henceforth', 'INNOVATECH ENGINEERING', 'Caisse de Dépôt et de Gestion']","['Préfecture de Rabat, Morocco', 'Préfecture de Rabat, Morocco', 'Préfecture de Casablanca, Morocco', 'Rabat, Rabat-Salé-Zemmour-Zaër, Morocco']"
762,"['DXC Technology Maroc\n        Internship', 'Haut Commissariat au Plan\n        Internship', ""la Direction Provinciale de la Ministère de l'Education Nationale \n        Internship""]","['Salé, Rabat-Salé-Kénitra, Maroc']"
763,[],[]
764,"['GO HI\n        Internship', ""Ecole Nationale Supérieure d'Informatique et d'Analyse des Systèmes - ENSIAS\n        Internship"", 'EVEAD Group\n        Internship', 'IEEE', 'ENSIAS BRIDGE']","['Rabat, Rabat-Salé-Kenitra, Morocco', 'Préfecture de Rabat, Morocco']"
765,"['Thales', 'Paris Descartes university', 'Thales Research and Technology', 'Sahih Business', 'TEOS, Technopark Tanger']","['Palaiseau, France', 'Paris Area, France', 'Paris Area, France', 'Tanger-Asilah Prefecture, Morocco', 'Tanger, Maroc']"
766,"['Société Générale - Africa Technologies & Services\n        Full-time', 'Société Générale\n        Full-time', 'Royal Air Maroc', 'OCP SA']","['maroc', 'Maroc, casa']"
767,"['Province / Service informatique\n        Internship', 'Olympiades ENSIAS\n        Part-time']","['El Kelaâ des Sraghna, Marrakesh-Safi, Maroc']"
768,[],[]
769,"['PortNet: ""Guichet Unique National des Procédures du Commerce Extérieur""\n        Internship']","['Casablanca, Maroc']"
770,['Forum GENI ENTREPRISES'],"['Rabat, Rabat-Salé-Kénitra, Maroc']"
771,"['the Great Debaters ENSIAS\n        Part-time', 'GROUPE MIAGE\n        Internship']","['Casablanca, Casablanca-Settat, Maroc']"
772,[],[]
773,"['VISEO\n        Internship', 'PortNet: ""Guichet Unique National des Procédures du Commerce Extérieur""\n        Internship', 'PORTNET S.A. ""National Single Window of Foreign Trade""\u200b\n        Internship']","['Maroc', 'Préfecture de Casablanca, Morocco']"
774,[],[]
775,"['Forum GENI ENTREPRISES\n        Part-time', 'Hult Prize Foundation\n        Part-time']",[]
776,"['SAP\n        Internship', 'AFD Technologies\n        Internship', 'OPEN WHITE\n        Internship', ""L'Association des jeunes Développeurs"", 'Banque Centrale Populaire - BCP\n        Internship']","['Ile-de-France, France', 'Rabat Prefecture, Morocco', 'Morocco', 'Préfecture de Rabat, Morocco', 'Morocco']"
777,"['The Good Data Factory\n        Full-time', 'Publicis COSMOS\n        Contract', 'SEPHORA\n        Contract']","['Seattle, Washington, United States', 'San Francisco Bay Area']"
778,"['CNS Communications\n        Internship', 'EY\n        Internship', 'Fondation ATTAWFIQ', 'Trésorerie Générale du Royaume']","['lyon', 'Maroc', 'Maroc']"
779,[],[]
780,"['Groupe PSA', 'MAScIR - Moroccan Foundation for Advanced Science, Innovation and Research', 'OCP SA']","['Casablanca-Settat, Maroc', 'Province de Khouribga, Morocco']"
781,"[""Kenz'up\n        Full-time"", 'Bluemanoid\n        Internship', 'Intellcap\n        Internship', ""Ecole Nationale Supérieure d'Informatique et d'Analyse des Systèmes - ENSIAS\n        Internship"", 'Webpick\n        Internship']","['Casablanca, Casablanca-Settat, Maroc', 'Roubaix, Hauts-de-France, France', 'Préfecture de Rabat, Morocco', 'Rabat, Morocco', 'Marrakech - Safi, Maroc']"
782,['Attijariwafa bank\n        Internship'],"['Casablanca - Settat, Maroc']"
783,[],[]
784,[],[]
785,"['University of Houston', 'VideoPoints', 'University of Houston', 'University of Houston', 'DIT']","['Houston, Texas Area', 'Houston, Texas Area', 'Houston, Texas Area', 'Houston, Texas Area', 'Berrechid Province, Morocco']"
786,[],[]
787,['NEKOR CONSULTING\n        Internship'],[]
788,[],[]
789,"['La Centrale .fr', 'Société Générale', 'Airbus', 'Akka Technologies', 'IRIT (Institut de Recherche en Informatique de Toulouse)']","['Paris, Île-de-France, France', 'Paris, Île-de-France, France', 'Toulouse Area, France', 'Toulouse Area, France', 'Toulouse Area, France']"
790,[],[]
791,['OMNIYAT'],[]
792,['Bazard Tobacco Company- BTC\n        Internship'],['Tanger et périphérie']
793,['D&A TECHNOLOGIES\n        Internship'],"['Casablanca - Settat, Maroc']"
794,['Webpick'],"['Préfecture de Marrakech, Morocco']"
795,[],[]
796,"['Wafa Assurance\n        Full-time', 'Freelance', 'Hartwood\n        Internship']","['Casablanca, Casablanca-Settat, Morocco', 'Paris Area, France']"
797,"['LA Défense', 'Orange', 'Intrinsec', 'S4U Services For You']","['Région de Paris, France', 'Préfecture de Rabat, Morocco']"
798,"['BCA Expertise\n        Internship', 'Atos\n        Internship', 'ANCFCC\n        Internship']","['Ville de Paris, Île-de-France, France', 'Préfecture de Rabat, Morocco', 'Préfecture de Rabat, Morocco']"
799,"['PEAQOCK', 'Wafasalaf', 'Groupe Abroun Gold TV SAT', 'COMPTOIR MÉTALLURGIQUE MAROCAIN']","['Kénitra, Gharb-Chrarda-Beni Hssen, Morocco', 'Province de Kénitra, Morocco', 'Salé, Rabat-Salé-Zemmour-Zaër, Morocco', 'Préfecture de Casablanca, Morocco', 'Province de Kénitra, Morocco', 'Province de Kénitra, Morocco', 'Province de Kénitra, Morocco']"
800,"['INTELCOM \n        Internship', 'Groupe COSUMAR\n        Internship']","['Casablanca, Casablanca-Settat, Maroc', 'Casablanca, Casablanca-Settat, Maroc']"
801,"['IBM Interactive - an IBM company', 'IBM', 'IRIT (Institut de Recherche en Informatique de Toulouse)', 'Caisse de Dépôt et de Gestion', 'Société nationale des autoroutes du Maroc']","['Région de Paris, France', 'Région de Paris, France', 'Rabat', 'Rabat-Salé-Zemmour-Zaër']"
802,"['Auto Hall Kénitra', 'NOVEC sa', 'ONEE-Branche Eau']",[]
803,[],[]
804,['Masarat App\n        Internship'],['Casablanca Metropolitan Area']
805,"['BDSI Maroc\n        Full-time', 'OCP SA\n        Internship', 'Pulsar Technologies, S.A.\n        Internship']","['Préfecture de Casablanca, Morocco', 'Casablanca', 'Préfecture de Casablanca, Morocco']"
806,['Préfecture de meknès\n        Part-time'],"['Fès-Meknès, Maroc']"
807,['IEEEXtreme\n        Full-time'],['Morocco']
808,"['Mahkamaty - محكمتي\n        Internship', 'Center of learning innovation and knowledge\n        Internship']","['Morocco', 'Province de Kénitra, Morocco']"
809,['technologie de services mondial\n        Internship'],"['Casablanca, Morocco']"
810,['Intellcap\n        Internship'],"['Rabat Prefecture, Morocco']"
811,[],[]
812,"['Archytas Conseil\n        Internship', 'Forum GENI ENTREPRISES', 'IEEE ENSIAS STUDENT BRANCH', 'IGADOR\n        Internship', ""Régie Autonome Multi-Services d'Agadir (RAMSA)\n        Internship""]","['Rabat, Rabat-Salé-Kénitra, Maroc', 'Rabat, Rabat-Salé-Kénitra, Maroc', 'Tiznit, Souss-Massa, Maroc', 'Agadir, Souss-Massa, Maroc']"
813,"['ENSIAS IT Club\n        Part-time', 'INSEC']",[]
814,[],[]
815,[],[]
816,"['Payment Center For Africa - PCA\n        Full-time', 'soluvertes\n        Internship']","['Casablanca, Morocco', 'Casablanca Prefecture, Morocco']"
817,[],[]
818,[],[]
819,"[""Ecole Nationale Supérieure d'Informatique et d'Analyse des Systèmes - ENSIAS"", 'Maghreb Steel', 'Attijariwafa bank']","['Préfecture de Rabat, Morocco', 'Préfecture de Casablanca, Morocco', 'Préfecture de Casablanca, Morocco']"
820,[],[]
821,['Groupe CDG'],"['Préfecture de Rabat, Morocco']"
822,"['Banque Centrale Populaire - BCP\n        Full-time', 'Banque Centrale Populaire - BCP\n        Internship', 'SupMTI', 'Direction Générale des Impôts']","['Préfecture de Casablanca, Morocco', 'Maroc', 'Marrakech - Maroc']"
823,"['imaginexlab |  Hanyang university', 'Muvik Inc', 'MAScIR - Moroccan Foundation for Advanced Science, Innovation and Research', 'PORTNET S.A. ""National Single Window of Foreign Trade""\u200b']","['Seongdong-gu, Séoul, Corée du Sud', 'Mapo-gu, Séoul, Corée du Sud', 'Préfecture de Rabat, Morocco', 'Casablanca, Grand Casablanca, Morocco']"
824,"['IBM\n        Full-time', 'Maroc Telecom\n        Full-time', 'Onatel.bf\n        Full-time', 'CIEMS Group\n        Part-time']","['Morocco', 'Burkina Faso', 'Morocco', 'Morocco', 'Morocco']"
825,"[""Label'Vie\n        Full-time"", 'Intelcom', 'Intelcom', 'Wise communication']","['sekhirat', 'Préfecture de Skhirat-Témara, Morocco', 'Préfecture de Skhirat-Témara, Morocco', 'Préfecture de Rabat, Morocco']"
826,"['Agence nationale de sécurité sanitaire - Anses\n        Internship', 'Groupe Renault\n        Internship', 'RADEEL\n        Internship']","['Préfecture de Tanger-Asilah, Morocco', 'Larache, Tanger-Tétouan, Morocco']"
827,"['D&A TECHNOLOGIES\n        Internship', 'Veolia\n        Internship']","['Casablanca Metropolitan Area', 'Tanger-Tetouan-Al Hoceima, Morocco']"
828,[],[]
829,[],[]
830,"['Mohammed VI Polytechnic University\n        Internship', 'H-in-Q (Happiness in Questions)\n        Internship', 'BYMARO\n        Internship', 'L&H Computer\n        Internship']","['Maroc', 'Préfecture de Casablanca, Morocco', 'Préfecture de Casablanca, Morocco', 'Préfecture de Casablanca, Morocco']"
831,"['Digi4Skool\n        Internship', 'IntellCap\n        Internship', 'DataEmbassy\n        Internship']","['Casablanca, Casablanca-Settat, Maroc', 'Préfecture de Rabat, Morocco', 'Marrakech ,Morocco']"
832,['Digital Capital\n        Internship'],"['Casablanca, Maroc']"
833,"['Mohammed VI Polytechnic University', 'IEEE ENSIAS STUDENT BRANCH', 'ENSIAS BRIDGE', 'MONEYCORE\n        Internship']","['Préfecture de Marrakech, Morocco', 'Région de Rennes, France', 'Région de Rennes, France', 'Préfecture de Rabat, Morocco', 'Préfecture de Rabat, Morocco', 'Rabat']"
834,"[""Sous-Direction auprès du cour d'appel\n        Internship""]","['Béni Mellal-Khénifra, Maroc']"
835,"['Acentium\n        Full-time', 'Digital Equinox\n        Internship', 'SQLI\n        Internship']","['Boston, Massachusetts, United States', 'Oujda-Angad Prefecture, Morocco']"
836,"['CFG Bank', 'Banque Populaire du Maroc (Groupe) Inc', 'OCP', 'OCP']","['Préfecture de Casablanca, Morocco', 'Préfecture de Casablanca, Morocco', 'Province de Khouribga, Morocco', 'Province de Khouribga, Morocco']"
837,[],[]
838,['Acaart\n        Internship'],['Morocco']
839,['CDM\n        Internship'],"['Meknes, Fès-Meknès, Morocco']"
840,['Agence Nationale des Ports (ANP) \n        Internship'],"['Préfecture de Casablanca, Morocco']"
841,[],[]
842,"['ENSIAS IT Club\n        Full-time', 'IEEE ENSIAS STUDENT BRANCH\n        Full-time']","['Rabat, Rabat-Salé-Kenitra, Morocco', 'Rabat, Rabat-Salé-Kenitra, Morocco']"
